Type,Content,Username,User Reputation,Upvotes,Is Moderator
Answer,"I'm not advocating for or against bans here -- I agree overall that there are valid reasons to ban ChatGPT answers, especially copy/paste/verbatim.  But I do think some of the answers here are (and this may not be the best word), ""overreacting"" to certain aspects of the issue:

Position:  All ChatGPT content should be banned.
Does this include grammar checks done by ChatGPT, verified by the editor, and modified as needed by the editor?  I've found ChatGPT to be a good tool (when it's up) for quickly suggesting better grammar in several posts that needed improvements.

Example 1:  Before and after.  IIRC, I'm fairly certain I did change one word from the ChatGPT suggestion -- I felt ""the issue persists"" was better than ""this issue persists"".

Example 2:  Before and after:  I definitely made some small tweaks to the ChatGPT suggestion to make it slightly more concise, but I can't recall exactly what they were.


I do a lot of grammar/clarity edits (including, frequently, on my own mistakes).  While I certainly could have cleaned up these two posts on my own, ChatGPT saved a lot of effort in these cases, and I believe the posts (and site) are better for it.  In no way did ChatGPT suggest an answer here, or rely on any training other than proper English grammar.
Should this use be banned as well?
Counterpoint:  ChatGPT can still make grammar mistakes that change the meaning of the post.  If the editor doesn't carefully review the changes to assure consistent meaning, then there's a risk of a bad (and disallowed) edit.
Counterpoint-to-counterpoint:  And yet, honest mistakes in editing happen even with human intervention (perhaps even more so).
I'm not saying I have the answer here, just raising the question of whether (or not) there are acceptable and positive uses of ChatGPT.

Position:  Attribution issues are a nightmare, since ChatGPT can't tell us where it learned something.
I struggle with this one as well.  Sure, this is a problem, but isn't it a problem for many posts by humans as well?  Unless we came up with an answer purely by finding a website with the answer, we typically don't remember where we found the information originally.
Take the Stack Overflow answer to How to permanently export a variable in Linux?.  At some point, the user who posted this had to learn how to do it themself, but it's unlikely they remember when or where.  I certainly don't remember where I learned how to do that.  Why would we expect an AI to be able to cite/attribute its source for where it learned something when most of us don't know ourselves?
The problem, of course, is when there is only a single-source of the information.  Even so, if I read something in an article several weeks ago, and the topic comes up in a month in a Super User question, am I going to remember where I read it?  I'll try to search the web to find it again so that I can attribute it, but most people wouldn't even go that far.  But at that point, it has become part of personal my ""memory"" and ""training"", regardless of whether it is information from a single-source or available from multiple-sources.


",NotTheDr01ds,4970,3,0
Answer,"Let me go a little deep in support of this question.
Firstly, Stack Exchange would be useless if ChatGPT was allowed network-wide. Remember that SE is a network of communities such that each person seeks to learn more from each other, not just the questioner. Even answerers get to learn by getting improvements from other users. This would be useless if AI could automatically answer all questions, with little error, and ChatGPT has seemed to achieve this goal.
I hear you saying ""But we've got Google!"". Well, for starters, most of my programming answers were basically searches into Google, but they mostly redirected to Stack Overflow and related webpages.
Secondly, AI is still not yet perfect. So although the range of error is small, now again here we're talking about lots of answers. That means, small translates to a (somewhat) big amount.
Thirdly, most of the issues concerning SO about AI pretty much applies to the entire network.
That's all I've got to say.
",SectorCorruptor,142,1,0
Comment on Answer,"@starball I've been reading it, yes",SectorCorruptor,142,0,0
Comment on Answer,"@Braiam Note that AI gets better nearly every week, and if this rate can be reliable enough to keep improving it, then if your comment is right, the percentage of questions asked will go really low",SectorCorruptor,142,0,0
Comment on Answer,"""This would be useless if AI could automatically answer all questions, with little error, and ChatGPT has seemed to achieve this goal."" =.= have you been following the discussion on MSO?",starball,28971,3,0
Comment on Answer,"""Stack Exchange would be useless if ChatGPT was allowed network-wide"" why? The output is either satisfactory to the asker or it isn't, and in the case it isn't it can still ask the question.",Braiam,15386,1,0
Answer,"I believe a permanent ban on MI generated content is necessary to preserve the quality of answers on Stack Exchange.
Perhaps SE should go further. The GPT neural net (NN) trained on data scraped from many sources including Stack Overflow and related sites. As others have noted this happened without explicit permission, attribution or compensation. I didn't consent for them to use everything I ever posted on the internet for this purpose. Perhaps SE should create an opt-in model so that human creators need to give explicit permission to use their contributions for NN training. The default legal position then becomes, ""No. You can't use my creativity to train a proprietary, competing tool"". Thoughts?
",Ed Ames,49,4,0
Comment on Answer,"@Laurel I think it's ok, unless perhaps if the license excludes derivative work.",Franck Dernoncourt,48038,0,0
Comment on Answer,@FranckDernoncourt And if they distribute it under a compatible license?,Laurel,56333,0,0
Comment on Answer,"@Laurel ""In the case of a share-alike-licensed dataset, must all models trained on it be redistributed under the same or similar license?""",Franck Dernoncourt,48038,0,0
Comment on Answer,"@FranckDernoncourt's link (somewhat) addresses the attribution side of things. However, that's not the core of the issue. Stack Exchange posts are licensed under CC BY SA, which cannot be revoked. You can tell someone they can't use your stuff, but it's an empty threat legally if you've licensed it under a license that allows that use. Or was this suggesting a new license for future contributions? Are there any licenses out there like that or is it unenforceable?",Laurel,56333,0,0
Comment on Answer,@Laurel law.stackexchange.com/q/11183/31,Franck Dernoncourt,48038,0,0
Comment on Answer,"@Laurel question is how they scrape the training data, in what tools, etc.",Shadow Wizard,174620,1,0
Comment on Answer,"I wonder if it's possible to legally block AI training from using CC BY SA licensed content (which includes the entirety of SE). As I understand it, if they attribute the source, they can use the content. If you disagree, the only way to find out who's right is probably to sue. (Do they attribute their sources? Not that I've found, but if that's the only legal qualm then they could continue what they're doing if they properly attributed their sources.)",Laurel,56333,1,0
Answer,"Let's make this broader.
Ban any form of AI-based content creation from the network.
This would cover both ChatGPT and any AI art-based creations.
I don't think disallowing discussion about them in the sense of legal or ethical discussion should be excised entirely from the network; there are plenty of places in which experts could weigh in and help the larger Internet community navigate this whole thing.
But someone sharing their AI art here?  Someone using a bot to answer a question?  Get that crap off the network.

Related:  I follow a ton of artists on Twitter (literally the only reason I haven't left the platform yet), and I can see that they're also worried and frustrated with the likelihood that AI art is both stealing their style and people are actively getting paid for it.  While I believe that the future of AI could be bright, the fact that these models are trained on data without consent is something I morally object to, and have held an opinion on since it's come onto my radar.
",Makoto,58301,14,0
Comment on Answer,pfps = profile pictures,This_is_NOT_a_forum,6664,0,0
Comment on Answer,"@Adám: It's been a minute since I've had to deal with this, but it's not the individual that receives a DMCA complaint, it's the site.  They'll delegate all of the appeal process down so that yes, if you own the copyright on all the things then you can deal with it then, but it's not the case that these DMCA complaints are targeted so specifically to the individual.",Makoto,58301,0,0
Comment on Answer,"@Makoto It'll be their responsibility to deal with copyright (but that's already the case with pfps). I should be allowed to use ""AI"" to generate a pfp e.g. based on all the photos and images I created myself.",Ad&#225;m,11376,1,0
Comment on Answer,"@Adám:  If you're saying that someone should be allowed to use an AI-generated piece of art as their avatar or in their profile, I'm going to firmly disagree with that.  No reason to make carve-outs there, after all.",Makoto,58301,1,0
Comment on Answer,"While I basically agree, there are a lot of exceptions. Besides for Shadow's, there are also e.g. pfps.",Ad&#225;m,11376,1,0
Comment on Answer,"@Laurel:  I'd defer to those who are more expert on that.  If Chat's content is meant to be covered by copyright that could get complex.  If it's an objective conversation about it then I don't think I'd care too much, personally.",Makoto,58301,0,0
Comment on Answer,"@Laurel I can't see any reason to ban AI generated content in chat. MSE main room, Tavern, already has a lot of AI generated images for several months, and everyone are fine with it. Same can be done with actual messages, within the CoC and ToS of course.",Shadow Wizard,174620,3,0
Comment on Answer,"Would a network-wide ban include chat? Maybe I can't be too critical of it because I've posted AI images to chat, but chat isn't supposed to be serious academic prose like much of the network.",Laurel,56333,0,0
Answer,"I fully support network-wide AI ban. A permanent one.
For now, the most prominent issue with AI answers is that they are mostly incorrect. Because they look like well-written elaborate answers they don't look like common low-quality answers that are otherwise poorly written or just contain code snippets (on Stack Overflow).
Because of that, they are harder to moderate - common flags like low quality and not an answer don't apply. Yes, incorrect answers could be downvoted, but that also requires some expertise in subject matter.
If the user posts plenty of such answers, they can also avoid an answer ban, by getting upvotes from other users deceived by the initial good impression.
Overall, incorrect AI generated answers are evidently harmful.
Why a permanent ban?
If we take a look beyond incorrect answers, it will become clearer why a permanent ban is necessary.
Let's say we allow users to post AI generated answers they will check for correctness (ignoring for the moment other potential issues mentioned in other answers).
User is an expert and can verify answer's correctness
If the user has the expertise to verify the correctness of an answer, then they also have the expertise to fully write one. Grammatical errors were never an obstacle when answer content was otherwise good, and there is plenty of users that edit such answers, so improving language is not the advantage in this scenario. Also, there are other tools that can correct language errors.
Because users that have the expertise, don't need AI, if we allow such answers to be posted, there would be extremely small amount of such answers, as verifying the AI generated content would probably take more time than writing the answer.
We are not going to lose any good content posted and verified by the experts in such cases.
AI becomes so good it gives correct answers
This will probably never become true, but let's pretend that AI will generate if not always, then correct answers most of the time.
If this would be true, then people could just directly ask AI the question, instead of posting it on Stack Exchange. Similarly, currently people are supposed to read the documentation and use Google or other search engines for solutions before simply asking questions.
We don't need to allow AI generated answers, if AI can directly solve the problem.

Another aspect why we need to permanently ban AI, is that AI didn't magically appear. It is being trained on human generated content. Stack Exchange strives for quality, and we need to preserve human generated content to do that. If we allow AI answers, no matter how good they are, we will start losing experts willing to share their knowledge.
If you can post in a few seconds what AI gave you, why would you bother adding original content? With time, less and less people will be motivated to participate, and in the end, Stack Exchange will become a collection of AI generated posts nobody will read anyway because it would be much faster to ask AI directly.
And when you can effortlessly get virtual Internet points, they will lose value fast.
",Resistance Is Futile,21351,31,0
Comment on Answer,"And also driving the plagiarism on, e.g. Medium, presumably because an online presence, e.g. in the form of a blog, is required or presumed to be required to get a (good) job.",This_is_NOT_a_forum,6664,0,0
Comment on Answer,"@Franck Dernoncourt: Yes, it does. There is a market for it, driven directly or indirectly by real monies. Much of it is hidden; it would be nice to know more about it. There is some evidence, but more is needed. E.g., it is suspected that HR drones use it as a hard filter on job applications, presumably driving some of the plagiarism on Stack Overflow.",This_is_NOT_a_forum,6664,2,0
Comment on Answer,"""when you can effortlessly get virtual Internet points, they will lose value fast."" Does rep have any value?",Franck Dernoncourt,48038,0,0
Comment on Answer,You give people an inch and they will take a mile. We need clear AI ban.,Resistance Is Futile,21351,1,0
Comment on Answer,"We cannot allow people writing wrong answers just because they verified the code. Also even experts can fail to verify some area they don't know well, so this also poses a danger. Yes, there may be human written answers that are incorrect, too and are well written, but AI will only increase that.",Resistance Is Futile,21351,2,0
Comment on Answer,"@Skye-AT Yes, using AI should be banned in all cases. At some point when expert uses AI as help, it may be impossible to tell whether the answer is AI or not. And we don't need to push and enforce policy on anything even remotely suspicious. But policy needs to be clear without exceptions. Why? Because when you say it is admissible to use AI but you have to verify it, it is not just about the code it is also about explanation. ChatGPT is great BS writer, in other words it makes plausible explanations that only experts can verify, and sometimes even that can be hard.",Resistance Is Futile,21351,1,0
Comment on Answer,"""If the user has the expertise to verify the correctness of an answer, then they also have the expertise to fully write one."" While that is true, the user might don't want to take time to write it fully, so leave drafting to AI. After that they can take some time to brush up the draft, then answer it - Does this should also be banned? And if this happened how could you find out that it was actually made by AI?",Skye-AT,101,6,0
Answer,"Let me back this up and look at the broader picture here. We're about to enter a time that Star Trek once hinted at, but is now here and ready for your use: artificially generated content. The Internet has now reached maturity and search engines can run as much training data down your throat as you can handle. Quite literally we're watching the true next iteration of the Internet be born right now. Google can show you what already exists. AIs can generate almost anything your mind can dream up.
The problem there is ownership. The US helped the Internet in its infancy by making an environment where you can ""Fair Use"" just about everything.

[O]nline intermediaries that host or republish speech are protected against a range of laws that might otherwise be used to hold them legally responsible for what others say and do.

If you post a meme on SE that's using a copyrighted image, all SE has to do is take it down to avoid liability. With such a low bar to clear, it's allowed Fair Use to thrive. But... what do we do when these AIs start generating content that is wholly based on the works of others?

Allen's victory prompted lively discussions on Twitter, Reddit, and the Midjourney Discord server about the nature of art and what it means to be an artist. Some commenters think human artistry is doomed thanks to AI and that all artists are destined to be replaced by machines. Others think art will evolve and adapt with new technologies that come along, citing synthesizers in music. It's a hot debate that Wired covered in July.

And will these tools drown out actual users?

Established artist communities are at a tough crossroads because they fear non-AI artwork getting drowned out by an unlimited supply of AI-generated art, and yet the tools have also become notably popular among some of their members.

These are from September, involving art communities, but all ChatGPT is doing is basically a fancier search than Google can serve up. And this problem isn't going to go away because we're using machine learning everywhere. If an AI can't do it now, just wait.
For my fellow mods and I on Stack Overflow, the root problem boils down to two issues
ChatGPT is a parrot
Parrots are very smart birds and they can mimic sounds very well. But parrots cannot talk. They emulate the sounds they hear but they do not comprehend what they're saying.
ChatGPT is better than any chatbot we've seen. It writes in natural language, not the stilted text that typifies such systems. It generates what appears at first blush to be quality content. But we've noted that ChatGPT is doing what a lot of inexperienced users on Stack Overflow do: try to be the best-sounding parrot. Someone asked ChatGPT if it should be allowed to answer Stack Overflow questions and posted it in a now-deleted answer on our rule. I do have to admit it's amusing

I am writing to express my extreme disapproval of the idea of allowing ChatGPT answers on Stack Overflow. This would be an irresponsible move and would fundamentally undermine the integrity of the platform.

Polly want a cracker? (fascinating English.SE etymology lesson there)
ChatGPT is not a writer or programmer, it's just copying other smart-sounding sources that look highly relevant. It can (to its inventors' credit) write simple, passable code. But ChatGPT doesn't know what SQL injection is and another mod experimenting with it found it will merrily give you code suggestions using it. Why? For too long that was how a lot of people did it on the Internet, and you can still find that poor advice everywhere. Hence why a lot of folks on Stack Overflow will incessantly warn you about not doing that.
The various AI image generators can afford to be parrots. In fact, that's what the users want. ""Paint me a picture of a cat riding a unicorn carrying a shotgun in the style of Vincent Van Gogh"". That doesn't work so well when you need something like ""How do I create a contact form on my WordPress blog?"" That's not something I would trust ChatGPT to answer. It might give you workable code that someone will use to gain control of said blog.
Dishonesty
I won't link the person who said this, but this is a real Twitter post

So I started a new stackoverflow account and I am plugging random questions without answers into https://chat.openai.com/chat and pasting the answer.
So far, after 9 answers in 1.5 hours it has 1 accepted and 3 upvotes and a reputation of 62...

And

6 accepted answers, of the 26, 11 upvotes, 5 downvotes. I am not checking the answers in any way. I'll give it a rest for now and see how we do tomorrow...😄

I'm sure ChatGPT (or Google if you wanna go old school) can tell you where to find this user, but that second statement is downright scary. They're not checking the answers in any way. In other words they also are not a programmer. I've already gone over why that part is a problem, but there's another one here: This user admits they didn't write the code. From the Meta Stack Overflow FAQ on non-English content

Translating a question for a non-English speaker sets them and all participants up for a poor experience, due to the OP not being able to follow and respond to feedback from comments, understand answers, or get assistance from the Help Center.

The inverse of that is true here. A user comes in and asks a question. Someone posts an AI-generated answer without understanding anything about the question. What if the questioner posts a comment asking a clarifying question? What if the AI did something confusing in their answer? This user cannot interact in a meaningful way with said questioner. And, going back to the art site debacle, who owns it if it's been copied? I mean, we don't use Creative Commons for no reason. This butts up against plagiarism in a most uncomfortable way.
TL;DR What do we do about it?
Answers generated by an AI should be considered as being written by the AI. That means you can quote them like any other source, but you must attribute them to the AI, just like any other source, and not use a bulk-copied AI answer quote as an answer. This way, we're avoiding the thorny issues of people running to the latest AI to get answers so they can copy-paste them as their own. We have plagiarism tools (current and forthcoming) in this wheelhouse so we don't need to reinvent any wheels.
If the AI gives a bad answer, we have votes for that.
",Machavity,27448,74,0
Comment on Answer,"This problem is not limited to AI generated answers. Answer get additional upvotes just because they already have many of them, see for example stackoverflow.com/a/70517348/3027266 (scroll down in the comments)",Wernfried Domscheit,133,0,0
Comment on Answer,"@Machavity I may be asking a lot, but can you provide a reference that actually provides a concrete example of a question that causes ChatGPT to produce code that's vulnerable to a SQL injection attack, or any other ""standard"" code vulnerability for that matter?  The reason being that I really want to put together a blog post showing such an answer, side by side with asking ChatGPT ""Why is SQL injection bad?""  This will be an extremely visible and comprehensible example of ChatGPT's complete inability to understand and reason about what it's saying.",dgnuff,101,0,0
Comment on Answer,Another piece using the parrot analogy: On the Dangers of Stochastic Parrots: Can Language Models Be Too Big? (ACM. 2021-03-01),This_is_NOT_a_forum,6664,2,0
Answer,"I like this, but I'm going to split hairs and take that stance that this shouldn't really be ""new"" policy, and that it should instead just be messaging that reinforces existing policy on this new kind of ""source"" for content (for lack of a better term).
Plagiarism is posting content as your own that is not your own, simply put. This is completely regardless of whether a given work's license (or AI's terms of use, in this case) allows or disallows that practice– passing off anything that is not yours as yours is plagiarism, and is not allowed.
Because our network includes many different sites that work in unique ways, I think each individual site should be free to come up with its own decision regarding whether it officially allows or bars ChatGPT as a ""source"" for answers. But no network site allows plagiarized content, which is what wholesale copies of AI-generated responses are.
If this messaging would help deter users, even in some minor way, from flooding sites with AI-generated answers posted as their own, or would give moderators across the network more confidence in dealing with such content, then that sounds like a completely worthwhile message to send.
",zcoop98,10238,8,0
Comment on Answer,"I'd also make the argument that using AI as a ""tool"" is combining its response with user input, to come up with an end result post that might incorporate ideas or pieces from the generated response but which is still a user-driven presentation of ideas. Obviously that line is extremely blurry (E.g. How much user-generated content is needed for the result to be ""user-driven""?)– but wholesale copies of AI responses are well outside that discussion in my view, because the amount of user input they include is exactly zero percent, which makes them de facto plagiarism.",zcoop98,10238,5,0
Comment on Answer,"@VLAZ Firstly; I'm no expert here, and so I genuinely don't know if the way I understand all this is the best way, or whether it will hold up in light of whatever new AIs come out tomorrow and what they can do. But, especially after reading Machavity's answer, I lean towards his idea that we can't treat these answers as ""tool generated""– we have to consider them as plagiarized, precisely because they include zero actual input from the author. That's the key distinction. Either a post is from the author to some degree or it's not. These aren't.",zcoop98,10238,2,0
Comment on Answer,"""But no network site allows plagiarized content, which is what wholesale copies of AI-generated responses are."" this is...debatable. It's a tool - you give it input, it gives you output. The rights to both are given to you. But even if that wasn't specified, it's no more plagiarism than using other tools. Since tools can't own content. The TOS of the tool does state that you should not be presenting the content as your own but that's hardly enforceable by non-affiliates. But mostly, the whole legality doesn't matter that much - the output tends to be garbage. Should be the driving factor.",VLAZ,15232,4,0
Answer,"I'd advocate for a hard line on this.
Something that's utter random garbage is actually less harmful than almost correct garbage that needs an expert to work out.
If you're using the output of a machine learning or AI tool WITHOUT verification and/or disclosure, and we're going to have to waste time working this out, the user clearly isn't here with the right intentions. As such I'd be inclined to treat the user as severely as needed, and I'd  be tempted to start with longer suspensions.
It's a good way to prevent folks who are clearly wasting people's time from wasting more of it.
",Journeyman Geek,191236,185,0
Comment on Answer,"@Topcode Stack Overflow also cites sources when it is applicable. However, vast majority of answers simply does not have any source because there aren't any. We are solving problems with our heads. That includes witting explanations of how something works even if it is not explicitly documented anywhere.",Resistance Is Futile,21351,0,0
Comment on Answer,"Not only that, on the various sites I frequent, citing sources is encouraged if not required.",Topcode,247,0,0
Comment on Answer,"@ResistanceIsFutile “only if you cannot find that information either on SO or elsewhere.” Which is almost never. Despite what you may think SE is not special, and it doesn’t have access to anything that the rest of the internet doesn’t.",Topcode,247,0,0
Comment on Answer,"@Topcode That is what doing research means: searching first and asking questions only if you cannot find that information either on SO or elsewhere. And if you have found it and you don't understand something, then you need to explain what is exact problem and what you don't understand.",Resistance Is Futile,21351,0,0
Comment on Answer,"@Topcode I am not going to focus on rest of SE because some rules may be different on some sites. But idea behind SO was not creating duplicate of documentation that can be easily found elsewhere, though some duplication will always exist. Idea was creating high quality repository of knowledge and answers to common (or not so common) questions related to programming. So when you have a problem you can easily find solution because someone before already had that problem and it was solved on SO.",Resistance Is Futile,21351,1,0
Comment on Answer,"@ResistanceIsFutile “there are problems where Google or AI will not give you answer,” a very small number of problems. If you think that if an answer can be found elsewhere it doesn’t belong on stack exchange (against the idea of stack exchange btw) then almost no answers could ever be posted, and no questions asked.",Topcode,247,0,0
Comment on Answer,"@Topcode I don't understand what is the point you are trying to make. If you can Google and get your answer, then it does not make sense to ask on SE.  If you could ask AI then it wouldn't make sense to ask on SE. Having said that, there are problems where Google or AI will not give you answer, so then you would ask on SE. Of course, people ask questions without doing research all the time, but that is a different issue.",Resistance Is Futile,21351,0,0
Comment on Answer,"@ResistanceIsFutile “Even if AI would be able to generate correct answers, then we could just ask AI instead.” This makes astonishingly little sense. Apply this logic to say, doing research, and now SE has zero reason to exist.",Topcode,247,0,0
Comment on Answer,"Well, posting nonsense is something commonsensically bad. It's grounds for potential account deletion. I don't think there's an argument for posting trash being acceptable in any way, even if it's plausible garbage, rather than the outcome of a cat walking all over the keyboard",Journeyman Geek,191236,3,0
Comment on Answer,"@41686d6564standsw.Palestine Presumably the rule would be posted somewhere obvious before going into effect, so I think that anyone who violated it wouldn't have much excuse. Anyone who had a good excuse for not being aware of the rule could argue that to the mods on a case-by-case basis.",MarcInManhattan,204,0,0
Comment on Answer,"@FranckDernoncourt to be fair - the main advantage here is we can take a look, decide its crap and delete it faster.",Journeyman Geek,191236,1,0
Comment on Answer,"@PM2Ring good point, I just meant giving attribution to ChatGPT.",Franck Dernoncourt,48038,0,0
Comment on Answer,@FranckDernoncourt Nothing is ever completely correct. If you could get excellent accuracy then you would probably first ask AI. Just like answers on SO are not always correct even some posted by experts.,Resistance Is Futile,21351,1,0
Comment on Answer,"@ResistanceIsFutile ""Even if AI would be able to generate correct answers, then we could just ask AI instead"". No. Only true if AI is always correct.",Franck Dernoncourt,48038,2,0
Comment on Answer,"I fully support complete ban. Even if AI would be able to generate correct answers, then we could just ask AI instead. No need for posting such content on the network. We need to leave Stack Exchange for problems only people can solve. Anything else will not work in the long run and will cause more harm than good.",Resistance Is Futile,21351,8,0
Comment on Answer,Exactly - that's the same line of thinking I had,Journeyman Geek,191236,2,0
Comment on Answer,"My initial reaction to ""I'd be tempted to start with longer suspensions"" was that it might be too harsh but the fact is a) any user who does that must know exactly what he's doing, b) said user would at least suspect that doing so might be against the rules, and c) the user will have done that multiple times already as it's not easy to identify that behavior with one or two answers; in most cases, one needs a stream of AI-generated answers to spot the pattern. Based on that, I don't really think such punishment is too harsh.",41686d6564,15330,28,0
Comment on Answer,@Franck You can't give proper attribution: ChatGPT doesn't identify its sources. And the text it emits may be derived from the work of a few authors or thousands (if not millions). The topic of AI plagiarism is mentioned in academia.stackexchange.com/q/191197 for,PM 2Ring,1208,27,0
Comment on Answer,Ok then I think your answer and mine are similar.,Franck Dernoncourt,48038,6,0
Comment on Answer,and its verified to be a workable/correct answer.,Journeyman Geek,191236,11,0
Comment on Answer,so you're ok to use ChatGPT in an answer provided it has the proper attributions and it's a correct answer?,Franck Dernoncourt,48038,4,0
Comment on Answer,"If its garbage, we'd delete it anyway and suspend the user if there's a bunch of poor quality contributions but seems a more polite way to do it",Journeyman Geek,191236,4,0
Comment on Answer,so you're ok to use ChatGPT in an answer provided it has the proper attributions?,Franck Dernoncourt,48038,9,0
Summary,"{'Question Title': 'Ban ChatGPT network-wide', 'No of Upvotes': 253, 'Total No of Answers': 15, 'Total No of Comments': 134, 'Question Asker Name': 'Ad&#225;m', 'Question Asker Reputation': 11376, 'Question Asker Is Moderator?': 0, 'Tags': 'discussion, status-declined, answers, policy, chatgpt', 'Post Link': 'https://meta.stackexchange.com/questions/384396/ban-chatgpt-network-wide', 'Date of Post': '2022-12-05'}",,,,
