User_ID,Username,User Reputation,Content,Is Moderator
6380526,dkish,199,"@NineBerry your interpretation of the ban is incorrect since it clearly says: ""If a user is believed to have used ChatGPT.... sanctions will be imposed ...even if the posts would otherwise be acceptable"". The usage of ChatGPT is prohibited, regardless of how you ""package it"" - even - if the answer is correct and otherwise acceptable. I agree with you that from a practical stand point though, it is probably impossible to know (and prove) that you have used ChatGPT and then altered the answer - especially if it is correct.",0
400654,Kevin B,94808,@RamPrakash It's banned for the same reasons users who post only garbage get banned every day.,0
1766831,Rick James,135552,"Sure there are negatives. But a ""permanent ban"" is arrogant because it assumes that bots won't eventually be as good as human answers for routine and repeated questions. If the bot can be trained to answer only when it is likely to have a ""good"" answer, it could take a load off those of us who wade through repeats.",0
2513200,Hulk,6203,"@RickJames if a bot can reliably identify routine and repeated questions, it should find the appropriate canonical answer and link to it/cast a close vote... it should not spawn lots of near-identical answers, even if they were reliably correct.",0
321305,tianvh,26,The biggest argument in favour of this decision is the (presumed) fact that CGPT was more than likely trained on SO content. So to improve the CGPT model requires that SO retains its purity as a source of novel solutions instead of connecting the CGPT output to the input in a GIGO death spiral.,0
4595675,Abdulla Nilam,37089,@Makyen We should introduce ChatGPT answer delete badge. So tired of reporting this.,0
2893733,Ale_info,772,The best solution IMHO would be to modify the rules for the answers so as to have a higher quality. So the AI responses would still be discarded.,0
1556108,LB2,3969,"The student who created GPTZero -- hire him! Or partner to automatically score answers against GPTZero and either deny answer outright with very low scores, or have the score available for mods reviewing the answers to aid. Or both. Also, problem at this magnitude is probably temporary as at some point CGPT will stop being free, but would still need to deal with those who'll have access and misuse it.",0
10099510,user10099510,1,We definitely need an AI that will ban AI-generated answers on StackOverflow.,0
1809810,Kjeld Flarup,801,"ChatGPT is also a parasite which reads Stack Overflow, presents it in a better way, but never gives credits to its contributors. It will kill sites like Stack Overflow, and when that is done it will not be able to improve it selv, and then it will die too.",0
9007256,anon,188,"I disagree! It takes a lot of power to run ChatGPT. If the answer is good and useful, why not let people share it?",0
5349916,MisterMiyagi,46196,"@anon Because it also takes a lot of curator power to find the few pearls among the heap of… not pearls. ""If the answer is good and useful"" is not at all trivial to say for comment generated by ChatGPT.",0
4095708,jrdevdba,3,"I think the temporary ban is good. I would also suggest following up with a sort of sandbox where AI answers are allowed, but clearly labeled as such. Just let it brew its answers without giving users the impression that Stackoverflow has endorsed the quality or that it is trying to pass itself off as a human reply. As much as some of us want to promote AI, it should be treated and tested like any other software. In time that sandbox will demonstrate whether the AI answers are generally useful or generally nonsense.",0
9007256,anon,188,@MisterMiyagi I totally agree with you. If the answer is a copy-paste of ChatGPT then it's likely garbage. However if the person answering has vetted the response and has used their expert knowledge to fix anything wrong in there I don't see expect it to be banned,0
1764521,Damien Golding,264,"This isn't a long-term solution. Please consider proper rules for what would be considered OK even if by AI, and then consider making it easy to automate checking.",0
10641867,Zack,131,I don't understand the motivation of posting ChatGPT answers to a question. If I wanted I can go use GPT myself for answers but I'm here for a 'real' answer. People are that desperate to get SO upvote points in their life that they spam answers?,0
3689450,VLAZ,27154,"@Zack yes. In fact, they've been doing it before with copy/pasting other content. But plagiarism is easier to detect. Also, takes more time to search and find something to copy/paste. ChatGPT just makes the whole turnaround time much smaller. You can from opening a question to posting an answer in well under a minute.",0
3799241,chivracq,681,"2 months ""later"", the Content of this Post feels a bit ""outdated"" as ""slow down"" + ""reduce the volume"" don't ""rhyme"" with ""banned"" + ""not permitted""...",0
16391,StingyJack,19031,ChatGPT is harmful to the general public. They should be requiring clear attribution for any generated content that is shared or published. I think we deserve a warning label when any content is machine generated.,0
7343328,Arunava,116,How are you checking for ai generated answers?,0
729907,Drew,25168,"Have we seen our first chat fight among ChatGPT fake users? Will that arrive first in this thread, if it's not already here?",0
13957130,Ion T,109,I hope this decision will be permanent.,0
4342498,NathanOliver,173771,I see that google is launching there own bot named Bard this week and expect to open it up to the public in the coming weeks. Will this bot also be banned?,0
1556820,mangusta,3458,any bots should be banned from posting answers. imho,0
12043946,d3hero23,118,"I disagree with disallowing it. I have been using a ton in my programming, but mainly for data wrangling and have always tested the answer and go back to make sure I understand what is going on and why. I think it should be allowed to be posted but with a tag that it was AI generated and not allowed to be voted as the best solution. If stack users contributed more and more to the learning of the AI tools it would become an incredible tool...but I do think stack should get compensated for this...maybe a partnership",0
4096614,David I. Samudio,2259,"The ban should be permanent. This affects SO and OpenAI. SO is a crowdsourced knowledge repository, it should remain within the human realm to help AI learn from humans, otherwise it creates a negative feedback loop within itself as AI answers will be hard to detect for AI.",0
8922066,Tristan Brown,543,"Where do you think ChatGPT gets its training data from? If ChatGPT starts posting StackOverflow answers, it will end up training on its own output. It will learn total nonsense.",0
4279155,Dominique,15691,@NathanOliver: I certainly hope so. Maybe it's a good to extend this question for all A.I. related bots.,0
3471739,Criggie,265,@TristanBrown yes - we saw exactly that on Bicycles. Someone posted a now-deleted answer to bicycles.stackexchange.com/questions/87553/… and that was also the top-link in google for the title question. The ChatGPT answer basically regurgitated things already on that page without bringing anything new.,0
106104,user253751,57111,So Bing Chat and Bard output is allowed?,0
9274531,Mister Mister,71,"TBH, if AI was good enough, I wouldn't be using this site at all. It seems like a one-or-the-other situation to me. So, if the SO ever finds AI to be ""good enough"" to post here, I'm gone.",0
854549,Fayaz,655,"@MisterMister I don't think it's one or the other. AI is just generators using existing content. New content will always come from real people. If, and it's a big if, AI ever becomes smart enough to no longer need human input, then obviously it'll even replace your need to ever try to find the answer, even to AI, because then you and I will be out of Jobs as well, not just SO.",0
710051,Makky,13188,I tried already. Its just funny bot,0
1678652,Leif Neland,1066,"I hope it's allowed to use chatgpt to get suggestions, or to say ""chatgpt suggested this, but it did not help"" to show others what not to suggest?",0
1677926,soger,1107,I think this should be a permanent policy. If I want a ChatGPT answer I'll ask ChatGPT.,0
10000823,Rainb,1843,@user253751 there is no rule prohibiting Bing chat.,0
400654,Kevin B,94808,"@Rainb while other language models might not be specifically mentioned, one shouldn't be surprised if they are handled similarly when going against the spirit of the rule. stackoverflow.com/help/gpt-policy",0
1377002,Andy,61484,"TBF @KevinB, given the argumentative nature of Bing AI it would probably fit in quite well on SO. :)",0
963080,ctilley79,1025,"ChatGPT has given me wrong answers. Doesn't belong here for many different reasons. It's in conflict with the purpose of StackOverflow. This should have been an easy ""NO"" from SO staff. Why even bring it up for discussion? Shameful lapse of judgment.",0
10415749,Merijn van Tilborg,5564,"I hope it will always been banned as even if I do not mind an AI answer (but want to know it), it should been posted (automated) and labeled as being an AI generated answer. For me there is never a valid reason to allow a third person to give an answer not being thought out by him/herself.",0
1274156,Bingla,392,"I believe no AI answers should be allowed. If uses are comfortable to use AI-generated answers, they have the possibility to query said AI for themselves outside of SO.",0
1536976,NoDataDumpNoContribution,10500,"@MerijnvanTilborg ""..it should been posted (automated) and labeled as being an AI generated answer...."" I don't think it should. Either it's really bad, then we don't need it at all or it's really good on par with human answers, then there is no need to label it. Labeling it would simply be for the sake of labeling, useless discrimination. On the internet nobody knows you're a dog. Or does it only apply for human (dogs)?",0
10415749,Merijn van Tilborg,5564,"@Trilarion the current situation is now is that some answers given by AI are good and some are not but even if in general it is good enough, it does not matter if the dog or human made the post. Your reply is associated with your nickname and mine with my name. We both are humans or perhaps dogs but we are identified as different but unique user accounts. If an AI generated the answer why should one be allowed to take credits for it and post it as an answer. If all had the strictness to associate a given answer with AI credits could be legit as well.",0
1733315,Ezward,16992,Lets not treat SO as some static proxy for AI answers. SO and ChatGPT provide two different and uniquely valuable way to access knowledge. Keep them separate and they will both offer their unique value. Homogenize them and the SO loses (lower quality answers and likely creating an exodus of domain experts that don't want to compete with script kiddies) and AI loses (the training corpus becomes circular),0
681538,Alex,14144,"@MisterMister Just within a month I've gone from 100% SO and google to 75% ChatGPT and 25% SO + Google. Give this a couple of years, things will change.",0
8173870,HackSlash,4645,"Using the API of ChatGPT, a website could be made called something like ""StackGPT"" where it follows the exact same format except all of the answers are robots. This provides an outlet for people who want that experience. Then the ban here can remain permanent.",0
5371102,Peter Mølgaard Pallesen,1440,What about enbracing it and just give Chat GPT its own user and make that autogenerate an answer for every quesion. Then it would be clear that the answer is a generated answer and could be up or downvoted based on how correct it is.,0
20122412,chase leffers,101,"@PeterMølgaardPallesen, That seems like a great idea",0
5371102,Peter Mølgaard Pallesen,1440,And as a followup a user setting could be set if users wants to see AI answers,0
0,user19643881,0,@Peter Mølgaard This AI version is not spezialized in coding. Further version should be incoroporated to Satck asking the user if the AI doesn't answer the question,0
2659587,zeroprobe,580,"The site needs to work with Chatgpt to benefit both platforms. Stackoverflow for being a creator of knowledge and to get into more complex questions that need human verification. This will also help Chatgpt in ""learning"" There is not really any need now for simple scripting/syntax questions to Stackoverflow which can be easily done by ChatGPT and instantly verified by the end user if it works or not. Like a Regex query for example. Unless of course chatgpt can't handle it. 1. Allow chatgpt answers. (see full text)",0
2659587,zeroprobe,580,"If ChatGPT has the basics of an answer down but doesn't quite work, why not allow verification and human oppourtunity to correct it. This site working together with it would be so much better. You have to move with the changes and adapt.",0
584192,Samuel Liew,77447,room topic changed to Discussion on Temporary policy: ChatGPT is banned: Imported from a comment discussion on meta.stackoverflow.com/q/… [announcement] [chatgpt] [rules],0
5349916,MisterMiyagi,46196,"@PeterMølgaardPallesen Which answer? ChatGPT can generate practically unlimited numbers of answers to the same question, with no guarantee that the answers even agree.",0
14331711,Julian,518,"Does Stackoverflow also plan to block ChatGPT via Robots.txt, as prescribed here: platform.openai.com/docs/… Or does the rule apply only the other way around ?",0
1521620,WHO's NoToOldRx4CovidIsMurder,498,Good question. Another: Should the definition be broadened to include all LLMs (Large Language Models) including Anthropic's Claude?,0
1521620,WHO's NoToOldRx4CovidIsMurder,498,@user253751 It seems discussion needs to return to the question? I searched the Q for broad and Claude and got no hits.,0
446477,ouflak,2438,"I don't know if it's been mentioned, but we should also consider policies regarding Git Copilot and other AI assistants. Perhaps a more general policy for all such engines.",0
0,user140327,0,"TBH, I've been nuked on SO for question on subjects by people who asked questions on the same subjects. I'm a bit cynical about the religion about ChatGPT. Maybe ChatGPT could be an editor instead?",0
225647,apaderno,28557,The following is code generated by ChatGPT for a question I asked. Can you see what is wrong in it?,0
225647,apaderno,28557,"// Server-side code to generate a nonce value and include it in the form
 $nonce = bin2hex(random_bytes(16));
 echo ""<form><input type='hidden' name='nonce' value='$nonce'></form>"";
 
 // Client-side code to calculate the expected value and submit the form
 document.forms[0].addEventListener('submit', async (event) => {
  event.preventDefault();
  const form = event.target;
  const formData = new FormData(form);
  const input = formData.get('input');
  const nonce = formData.get('nonce');
  const expectedValue = await calculateExpectedValue(input, nonce); // calculate the expected value (see full text)",0
225647,apaderno,28557,The previous answer contains more mistakes.,0
225647,apaderno,28557,"// Generate the hash when the form is submitted
 document.forms[0].addEventListener('submit', async (event) => {
  event.preventDefault();
  const form = event.target;
  const formData = new FormData(form);
  const input = formData.get('input');
  const data = new TextEncoder().encode(input);
  const hashBuffer = await window.crypto.subtle.digest('SHA-256', data);
  const hashArray = Array.from(new Uint8Array(hashBuffer));
  const hashHex = hashArray.map(b => b.toString(16).padStart(2, '0')).join(''); (see full text)",0
225647,apaderno,28557,"If somebody would post that code in an answer, it should receives down-votes just for the fact something wrong has been posted, and the person who posted the answer did not notice them.",0
225647,apaderno,28557,"And I agree: If I want a ChatGPT answer, I use ChatGPT. I do not come to Stack Overflow because I am too lazy to use ChatGPT. I come to Stack Overflow because I trust the answers I find more than the answers given by ChatGPT, which shows me code that compares the first 8 bytes of a cryptographic hash with another, full, 32-byte cryptographic hash.",0
8190327,Abdullah Z Khan,1257,(removed),0
5024063,Limonka,636,How the policy is being enforced? I can see an answer which is most probably generated by ChatGPT or another AI bot. Should I flag it or report somehow/somewhere?,0
11471113,Rohan Bari,7557,I can't believe it is still a temporary policy.,0
1521620,WHO's NoToOldRx4CovidIsMurder,498,"@outflak I agree - I'm saying the same thing in different words. @Limonka yeah, flag it.",0
681479,Brian White,8197,"Just my few cents... I agree with the ban. If you want AI answers, go to the AI's interface. Having its answer overflow (pun intended) here reduces the diversity of answers which would not be a good thing. I've been using chatGPT (paid) for a couple months now to help me develop a product. It's invaluable! But it's often incorrect, confidently telling me the wrong things over and over. Even in those cases, however, it often leads me in the right direction (including better Google queries) and eventually to a working solution. (see full text)",0
455026,Alexis Pautrot,1132,"I agree too. I think novice developers should ask ChatGPT for newbies questions (no discrimination intended, anyone is a newbie on a domain he don't know yet) and only use Stack Overflow for more advanced questions. And the same apply to the answers. Novice developers should not try to answer a question for which they don't have an expertise. Being generated by an AI or by a newbie human, if the answer is blatantly wrong, measures has to be taken.",0
19703362,linuxsushi,111,I am really curious how this is being enforced,0
19703362,linuxsushi,111,Or is this just a rule on the books,0
19703362,linuxsushi,111,"It's hard to imagine such a popular website like stackoverflow checking all questions for AI generated content, even automatically",0
20399158,axelrothing,29,maybe stackoverflow will integrate an AI detector so that a user gets an automatic punishment if they are believed by the detector to have used technology's like ChatGPT,0
20399158,axelrothing,29,(removed),0
584192,Samuel Liew,77447,"Please continue the discussion in The Meta Room, as this chat is no longer monitored by mods.",0
-2,Feeds,0,Samuel Liew has frozen this room.,0
-2,Feeds,0,Samuel Liew has unfrozen this room.,0
-2,Feeds,0,Samuel Liew has frozen this room.,0
